id	publicationid	ethnicity	population	populationinfo	subjecttype	subjectcount	version
7585404	114423	Sub-Saharan African	Tanzanian	\N	healthy subjects	195	1
7585405	114417	Sub-Saharan African	Ghanaian	\N	healthy subjects	193	1
7585406	114428	Sub-Saharan African	Tanzanian	Bantu	healthy subjects	106	1
7585407	114425	Sub-Saharan African	Tanzanian	\N	healthy controls	106	1
7585408	114425	Sub-Saharan African	Tanzanian	\N	psychiatric patients	88	1
7585409	114425	Sub-Saharan African	Venda	\N	healthy subjects	76	1
7585410	114425	Sub-Saharan African	Zimbabwean	\N	healthy subjects	114	1
7585411	114430	Sub-Saharan African	Tanzanian	Bantu	healthy subjects	106	1
7585412	114414	Sub-Saharan African	Ethiopian	living in Ethopia	healthy subjects	122	1
7585413	114414	Sub-Saharan African	Ethiopian	living in Sweden	healthy subjects	69	1
7585414	114421	Sub-Saharan African	Sub-Saharan African	\N	Human Genome Diversity Panels	127	1
7585415	114410	Sub-Saharan African	Brazilian	African descent	healthy subjects	87	1
7585416	114408	Sub-Saharan African	Brazilian	African descent, Sao Paulo	general population treated at hospital	33	1
7585417	114432	Sub-Saharan African	Xhosa	South African	healthy and schizophrenia patients	104	1
7585418	114419	Sub-Saharan African	South African	Limpopo Province	patients screened for malaria	248	1
7585419	114439	Sub-Saharan African	Ethiopian	\N	Female breast cancer patients	81	1
7585420	114437	Sub-Saharan African	Kenyan	Mainly Luo and Suba ethnic groups	Healthy volunteers	195	1
7585421	3001761	Sub-Saharan African	multiple sub-Saharan African populations	\N	healthy subjects	961	1
7585422	113921	African American/Afro-Caribbean	African American	\N	Kidney transplant patients	144	1
7585423	113923	African American/Afro-Caribbean	African American	\N	Healthy individuals	25	1
7585424	113925	African American/Afro-Caribbean	African American	\N	Healthy individuals	34	1
7585425	113927	African American/Afro-Caribbean	African American	\N	Healthy individuals	15	1
7585426	113929	African American/Afro-Caribbean	African American	\N	General population	20	1
7585427	113931	African American/Afro-Caribbean	African American	\N	1000 Genomes Project	61	1
7585428	113933	African American/Afro-Caribbean	African American	\N	International HapMap Project	57	1
7585429	113935	African American/Afro-Caribbean	African American	\N	Healthy individuals and hypertensive patients	124	1
7585430	113937	Central/South Asian	Bangladeshi	\N	Healthy individuals	200	1
7585431	113939	Central/South Asian	Bangladeshi	\N	Healthy individuals	116	1
7585432	113941	Central/South Asian	Indian	\N	Healthy individuals	90	1
7585433	113943	Central/South Asian	Indian	\N	Healthy individuals	652	1
7585434	113933	Central/South Asian	Indian	Gujarati in USA	International HapMap Project	101	1
7585435	113946	Central/South Asian	Indian	\N	Kidney transplant patients	44	1
7585436	113948	Central/South Asian	Indian	North Indian	Healthy individuals	208	1
7585437	113950	Central/South Asian	Chinese	Kazakh	Healthy individuals	108	1
7585438	113950	East Asian	Chinese	Han	Healthy individuals	165	1
7585439	113953	East Asian	Chinese	Taiwanese	General population	180	1
7585440	113955	East Asian	Chinese	Han	General population	451	1
7585441	113957	East Asian	Chinese	\N	General population	302	1
7585442	113941	East Asian	Chinese	\N	Healthy individuals	108	1
7585443	113960	East Asian	Chinese	\N	Pediatric liver transplant patients	64	1
7585444	113962	East Asian	Chinese	\N	Healthy individuals	15	1
7585445	113964	East Asian	Chinese	\N	Kidney transplant patients	63	1
7585446	113966	East Asian	Chinese	\N	Kidney transplant patients	30	1
7585447	113968	East Asian	Chinese	\N	Kidney transplant patients	16	1
7585448	113970	East Asian	Chinese	\N	Kidney transplant patients	161	1
7585449	113972	East Asian	Chinese	\N	Liver transplant patients	216	1
7585450	113974	East Asian	Chinese	\N	Healthy individuals	22	1
7585451	113976	East Asian	Chinese	\N	Liver transplant patients	53	1
7585452	113978	East Asian	Chinese	\N	Kidney transplant patients	142	1
7585453	113980	East Asian	Chinese	\N	Kidney transplant patients	63	1
7585454	113982	East Asian	Chinese	\N	Kidney transplant patients	240	1
7585455	113984	East Asian	Chinese	\N	Kidney transplant patients	28	1
7585456	113986	East Asian	Chinese	\N	Liver transplant patients	70	1
7585457	113988	East Asian	Chinese	\N	Liver transplant patients	73	1
7585458	113990	East Asian	Chinese	\N	Kidney transplant patients	103	1
7585459	113992	East Asian	Chinese	\N	Liver transplant patients	50	1
7585460	113994	East Asian	Chinese	\N	Kidney transplant patients	118	1
7585461	113996	East Asian	Chinese	\N	Liver transplant patients	96	1
7585462	113998	East Asian	Chinese	\N	Healthy individuals	73	1
7585463	114000	East Asian	Chinese	\N	Liver transplant patients	53	1
7585464	114002	East Asian	Chinese	\N	Liver transplant patients	95	1
7585465	114004	East Asian	Chinese	Han in Taiwan	Healthy individuals	42	1
7585466	113931	East Asian	Chinese	Han in Beijing	1000 Genomes Project	97	1
7585467	113931	East Asian	Chinese	Southern Han	1000 Genomes Project	100	1
7585468	113933	East Asian	Chinese	Han in Beijing	International HapMap Project	137	1
7585469	113933	East Asian	Chinese	in USA	International HapMap Project	109	1
7585470	113950	East Asian	Chinese	Uygur	Healthy individuals	161	1
7585471	114011	East Asian	Chinese	Kyrgyz	Healthy individuals	100	1
7585472	114013	East Asian	Chinese	\N	Liver transplant patients	180	1
7585473	114015	East Asian	Chinese	\N	Kidney transplant patients	166	1
7585474	114017	East Asian	Chinese	\N	Liver transplant patients	96	1
7585475	114019	East Asian	Japanese	\N	General population	187	1
7585476	114021	East Asian	Japanese	\N	Healthy individuals	200	1
7585477	114023	East Asian	Japanese	\N	General population	265	1
7585478	114025	East Asian	Japanese	\N	Kidney transplant patients	97	1
7585479	114027	East Asian	Japanese	\N	Kidney transplant patients	50	1
7585480	114029	East Asian	Japanese	\N	Kidney transplant patients	72	1
7585481	114031	East Asian	Japanese	\N	Kidney transplant patients	136	1
7585482	114033	East Asian	Japanese	\N	Liver transplant patients	51	1
7585483	114035	East Asian	Japanese	\N	Kidney transplant patients	59	1
7585484	114037	East Asian	Japanese	\N	Kidney transplant patients	50	1
7585485	114039	East Asian	Japanese	\N	Liver transplant patients	60	1
7585486	114041	East Asian	Japanese	\N	Ulcerative colitis patients	45	1
7585487	114043	East Asian	Japanese	\N	Hematopoietic stem cell transplant patients	33	1
7585488	114045	East Asian	Japanese	\N	Liver transplant patients	201	1
7585489	114047	East Asian	Japanese	\N	Kidney transplant patients	39	1
7585490	114049	East Asian	Japanese	\N	Kidney transplant patients	30	1
7585491	114051	East Asian	Japanese	\N	Liver transplant patients	114	1
7585492	113931	East Asian	Japanese	in Tokyo	1000 Genomes Project	89	1
7585493	113933	East Asian	Japanese	in Tokyo	International HapMap Project	113	1
7585494	114055	East Asian	Japanese	\N	Kidney transplant patients	50	1
7585495	114057	East Asian	Korean	\N	Healthy individuals	40	1
7585496	114059	East Asian	Korean	\N	Healthy individuals	104	1
7585497	114061	East Asian	Korean	\N	Healthy individuals	46	1
7585498	114063	East Asian	Korean	\N	Healthy individuals	194	1
7585499	114065	East Asian	Korean	\N	Kidney transplant patients	129	1
7585500	114067	East Asian	Korean	\N	Liver transplant patients	58	1
7585501	114069	East Asian	Korean	\N	Kidney transplant patients	249	1
7585502	114071	East Asian	Korean	\N	Kidney transplant patients	132	1
7585503	114073	East Asian	Korean	\N	Kidney transplant patients	80	1
7585504	114075	East Asian	Korean	\N	Kidney transplant patients	62	1
7585505	114077	East Asian	Korean	\N	Healthy individuals	29	1
7585506	114079	East Asian	Korean	\N	Liver and kidney transplant patients	314	1
7585507	114081	East Asian	Korean	\N	Healthy individuals	29	1
7585508	114083	East Asian	Korean	\N	Kidney transplant patients	122	1
7585509	114085	East Asian	Korean	\N	Kidney transplant patients	70	1
7585510	113941	East Asian	Malay	\N	Healthy individuals	98	1
7585511	114088	East Asian	Taiwanese	\N	Kidney transplant patients	150	1
7585512	114090	East Asian	Thai	\N	Kidney transplant patients	33	1
7585513	114092	East Asian	Russian	Tuvinian	Healthy individuals	87	1
7585514	114092	East Asian	Russian	Buryat	Healthy individuals	87	1
7585515	114092	East Asian	Russian	Altaian	Healthy individuals	85	1
7585516	114092	East Asian	Russian	Yakut	Healthy individuals	88	1
7585517	113925	European	American	\N	Healthy individuals	23	1
7585518	113931	European	American	\N	1000 Genomes Project	85	1
7585519	113933	European	American	\N	International HapMap Project	111	1
7585520	113935	European	American	\N	Healthy individuals and hypertensive patients	166	1
7585521	114101	European	Austrian	\N	Heart transplant patients	15	1
7585522	114103	European	Belgian	\N	Kidney transplant patients	59	1
7585523	114105	European	Belgian	\N	Kidney transplant patients	50	1
7585524	114107	European	Bosnian and Herzegovinian	\N	General population	140	1
7585525	113931	European	British	\N	1000 Genomes Project	89	1
7585526	114110	European	Bulgarian	\N	Healthy individuals	160	1
7585527	114112	European	Canadian	\N	General population	77	1
7585528	114114	European	Dutch	\N	Healthy individuals	500	1
7585529	114116	European	Dutch	\N	Kidney transplant patients	49	1
7585530	113929	European	European/European American	\N	General population	27	1
7585531	114119	European	Finnish	\N	Healthy individuals	449	1
7585532	113931	European	Finnish	\N	1000 Genomes Project	93	1
7585533	114122	European	French	\N	Healthy individuals	51	1
7585534	114124	European	French	\N	Pediatric kidney transplant patients	50	1
7585535	114126	European	German	\N	Kidney transplant patients	40	1
7585536	114128	European	German	\N	Kidney transplant patients	74	1
7585537	114130	European	German	\N	Kidney transplant patients	134	1
7585538	114132	European	Greek	\N	General population	283	1
7585539	114134	European	Italian	\N	Liver and kidney transplant patients	51	1
7585540	114136	European	Italian	\N	Kidney transplant patients	143	1
7585541	114138	European	Italian	\N	Kidney transplant patients	26	1
7585542	114140	European	Italian	\N	Liver transplant patients	32	1
7585543	114142	European	Italian	\N	Kidney transplant patients	92	1
7585544	114144	European	Italian	\N	Adolescent kidney transplant patients	27	1
7585545	113931	European	Italian	Tuscan	1000 Genomes Project	98	1
7585546	113933	European	Italian	Tuscan	International HapMap Project	102	1
7585547	114148	European	Polish	\N	Healthy newborn individuals	200	1
7585548	114150	European	Polish	\N	Kidney transplant patients	241	1
7585549	114092	European	Russian	\N	Healthy individuals	83	1
7585550	114153	European	Spanish	\N	Healthy individuals	207	1
7585551	114155	European	Spanish	\N	Healthy individuals	204	1
7585552	114157	European	Spanish	\N	Healthy individuals	177	1
7585553	114159	European	Spanish	\N	Liver transplant patients	186	1
7585554	114161	European	Spanish	\N	Kidney transplant patients	206	1
7585555	114163	European	Spanish	\N	Kidney transplant patients	50	1
7585556	114165	European	Spanish	\N	Heart transplant patients	65	1
7585557	114167	European	Spanish	\N	Kidney transplant patients	103	1
7585558	114169	European	Spanish	\N	Kidney transplant patients	400	1
7585559	114171	European	Spanish	\N	Liver transplant patients	53	1
7585560	114173	European	Swedish	\N	Healthy individuals	136	1
7585561	114175	Latino	Argentinian	\N	Pediatric kidney transplant patients	48	1
7585562	114177	Latino	Brazilian	\N	Kidney transplant patients	108	1
7585563	114179	Latino	Brazilian	\N	Healthy individuals	909	1
7585564	113931	Latino	Colombian	from Medellin	1000 Genomes Project	60	1
7585565	114182	Latino	Ecuadorian Mestizo	\N	Healthy individuals	317	1
7585566	114155	Latino	El Salvadoran Mestizo	\N	Healthy individuals	112	1
7585567	114185	Latino	Mexican	\N	Kidney transplant patients	291	1
7585568	113931	Latino	Mexican	in USA	1000 Genomes Project	66	1
7585569	113933	Latino	Mexican	in USA	International HapMap Project	58	1
7585570	114155	Latino	Nicaraguan Mestizo	\N	Healthy individuals	120	1
7585571	113931	Latino	Puerto Rican	\N	1000 Genomes Project	55	1
7585572	114191	Near Eastern	Algerian	Northern Algerian	Healthy individuals	161	1
7585573	114193	Near Eastern	Moroccan	\N	Healthy individuals and kidney transplant patients	108	1
7585574	114191	Near Eastern	Moroccan	Berber	Healthy individuals	86	1
7585575	114191	Near Eastern	Sudanese	Northern Sudanese	Healthy individuals	136	1
7585576	114191	Near Eastern	Sudanese	from Kordofan	Healthy individuals	30	1
7585577	114122	Near Eastern	Tunisian	\N	Healthy individuals	36	1
7585578	114191	Near Eastern	Armenian	Southern Armenian	Healthy individuals	100	1
7585579	114200	Near Eastern	Iranian	\N	General population	112	1
7585580	114202	Near Eastern	Iranian	\N	Liver transplant patients	100	1
7585581	114204	Near Eastern	Jordanian	\N	Healthy individuals	229	1
7585582	114206	Near Eastern	Jordanian	\N	Healthy individuals	591	1
7585583	114208	Near Eastern	Jordanian	\N	Pediatric kidney transplant patients	38	1
7585584	114210	Near Eastern	Jordanian	\N	Pediatric kidney transplant patients	38	1
7585585	114191	Near Eastern	Turkish	Anatolian	Healthy individuals	74	1
7585586	114191	Near Eastern	Yemeni	from Hadramaut	Healthy individuals	82	1
7585587	114191	Near Eastern	Yemeni	from Sena and Msila	Healthy individuals	37	1
7585588	114215	Sub-Saharan African	Cabindan	\N	General population	102	1
7585589	114191	Sub-Saharan African	Cameroonian	Kotoko	Healthy individuals	40	1
7585590	114191	Sub-Saharan African	Cameroonian	Shewa Arabs	Healthy individuals	69	1
7585591	114191	Sub-Saharan African	Cameroonian	Mayo Darle	Healthy individuals	117	1
7585592	114191	Sub-Saharan African	Cameroonian	Somie, Cameroonian Grassfields	Healthy individuals	65	1
7585593	114191	Sub-Saharan African	Congolese	from Brazzaville	Healthy individuals	55	1
7585594	114122	Sub-Saharan African	Gabonese	\N	Healthy individuals	36	1
7585595	113931	Sub-Saharan African	Nigerian	Yoruban in Ibadan	1000 Genomes Project	88	1
7585596	113933	Sub-Saharan African	Nigerian	Yoruban in Ibadan	International HapMap Project	147	1
7585597	114191	Sub-Saharan African	Nigerian	Igbo	Healthy individuals	88	1
7585598	114215	Sub-Saharan African	São Toméan	\N	General population	102	1
7585599	114227	Sub-Saharan African	Ethiopian	\N	Healthy individuals	150	1
7585600	114191	Sub-Saharan African	Ethiopian	Afar	Healthy individuals	73	1
7585601	114191	Sub-Saharan African	Ethiopian	Amhara	Healthy individuals	76	1
7585683	113843	Latino	Hispanic	\N	\N	53	1
7585602	114191	Sub-Saharan African	Ethiopian	Anuak	Healthy individuals	76	1
7585603	114191	Sub-Saharan African	Ethiopian	Maale	Healthy individuals	75	1
7585604	114191	Sub-Saharan African	Ethiopian	Oromo	Healthy individuals	73	1
7585605	113931	Sub-Saharan African	Kenyan	Luhya in Webuye	1000 Genomes Project	97	1
7585606	113933	Sub-Saharan African	Kenyan	Luhya in Webuye	International HapMap Project	110	1
7585607	113933	Sub-Saharan African	Kenyan	Maasai in Kinyawa	International HapMap Project	156	1
7585608	114191	Sub-Saharan African	Southern Sudanese	\N	Healthy individuals	125	1
7585609	114173	Sub-Saharan African	Tanzanian	\N	Healthy individuals	144	1
7585610	114191	Sub-Saharan African	Tanzanian	Chagga	Healthy individuals	50	1
7585611	114191	Sub-Saharan African	Ugandan	Bantu speakers from Ssese	Healthy individuals	39	1
7585612	114191	Sub-Saharan African	Malawia	Chewa	Healthy individuals	92	1
7585613	114191	Sub-Saharan African	Malawian	Lomwe	Healthy individuals	18	1
7585614	114191	Sub-Saharan African	Malawian	Ngoni	Healthy individuals	18	1
7585615	114191	Sub-Saharan African	Malawian	Tumbuka	Healthy individuals	62	1
7585616	114191	Sub-Saharan African	Malawian	Yao	Healthy individuals	56	1
7585617	114191	Sub-Saharan African	Mozambican	Sena	Healthy individuals	85	1
7585618	114215	Sub-Saharan African	Mozambican	\N	General population	103	1
7585619	114248	Sub-Saharan African	South African	Black South Africans	Birth to Twenty (Bt20) study	980	1
7585620	114191	Sub-Saharan African	South African	Bantu speakers	Healthy individuals	41	1
7585621	114191	Sub-Saharan African	Zimbabwean	Lemba	Healthy individuals	24	1
7585622	114191	Sub-Saharan African	Zimbabwean	from Mposi	Healthy individuals	52	1
7585623	114253	Sub-Saharan African	Ghanaian	\N	Healthy individuals	204	1
7585624	114191	Sub-Saharan African	Ghanaian	Asante	Healthy individuals	35	1
7585625	114191	Sub-Saharan African	Ghanaian	Bulsa	Healthy individuals	90	1
7585626	114191	Sub-Saharan African	Ghanaian	Kasena	Healthy individuals	47	1
7585627	114191	Sub-Saharan African	Senegalese	Manjak	Healthy individuals	94	1
7585628	114191	Sub-Saharan African	Senegalese	Wolof	Healthy individuals	94	1
7585629	\N	African American/Afro-Caribbean	African-American	Americans of African Ancestry in SW USA	1000 Genomes	61	1
